actual_default,predicted_default,default_probability,uncertainty_score,review_group
0,0,0.43981735553644036,0.8796347110728807,Uncertain - Human Review Priority
0,0,0.23779123668508714,0.47558247337017434,Low Risk - Auto Decision
0,0,0.11572900285093013,0.23145800570186026,Low Risk - Auto Decision
0,0,0.28921475950666986,0.5784295190133397,Low Risk - Auto Decision
0,1,0.5584021361017365,0.883195727796527,Uncertain - Human Review Priority
0,0,0.33303645873824994,0.6660729174764999,Uncertain - Human Review Priority
0,0,0.21416458629143076,0.4283291725828615,Low Risk - Auto Decision
0,0,0.24844262607515982,0.49688525215031965,Low Risk - Auto Decision
0,1,0.6931300740128653,0.6137398519742694,Uncertain - Human Review Priority
0,1,0.6471482496831182,0.7057035006337635,Uncertain - Human Review Priority
1,0,0.33397812214481337,0.6679562442896267,Uncertain - Human Review Priority
0,1,0.558043121322424,0.8839137573551521,Uncertain - Human Review Priority
1,0,0.2620431469808762,0.5240862939617524,Low Risk - Auto Decision
1,0,0.4295778201909485,0.859155640381897,Uncertain - Human Review Priority
0,1,0.6093765361676061,0.7812469276647878,Uncertain - Human Review Priority
0,1,0.5372483656355957,0.9255032687288085,Uncertain - Human Review Priority
0,1,0.671270981410639,0.657458037178722,Uncertain - Human Review Priority
0,1,0.7045479797517072,0.5909040404965855,High Risk - Manual Review
0,1,0.5159502873144763,0.9680994253710473,Uncertain - Human Review Priority
0,0,0.24132861125488603,0.48265722250977205,Low Risk - Auto Decision
0,0,0.28900352290656056,0.5780070458131211,Low Risk - Auto Decision
0,0,0.25818477342264334,0.5163695468452867,Low Risk - Auto Decision
0,1,0.6168963660288173,0.7662072679423655,Uncertain - Human Review Priority
0,0,0.2506866756061509,0.5013733512123018,Low Risk - Auto Decision
0,0,0.3303757699624797,0.6607515399249594,Uncertain - Human Review Priority
0,1,0.531112871910133,0.937774256179734,Uncertain - Human Review Priority
1,1,0.5312289015995477,0.9375421968009046,Uncertain - Human Review Priority
0,0,0.10101089863686222,0.20202179727372438,Low Risk - Auto Decision
0,0,0.4328389249178138,0.8656778498356276,Uncertain - Human Review Priority
0,0,0.40689791966548383,0.8137958393309677,Uncertain - Human Review Priority
0,1,0.5199437072068598,0.9601125855862804,Uncertain - Human Review Priority
0,1,0.5820522583330422,0.8358954833339156,Uncertain - Human Review Priority
0,0,0.4071627025182482,0.8143254050364964,Uncertain - Human Review Priority
0,0,0.47134740753467363,0.9426948150693473,Uncertain - Human Review Priority
1,0,0.31827801947489276,0.6365560389497855,Uncertain - Human Review Priority
0,0,0.4800601534508924,0.9601203069017848,Uncertain - Human Review Priority
0,0,0.47400646473597147,0.9480129294719429,Uncertain - Human Review Priority
0,1,0.6380180744881513,0.7239638510236974,Uncertain - Human Review Priority
0,1,0.5469134581487071,0.9061730837025859,Uncertain - Human Review Priority
1,1,0.6598526867320639,0.6802946265358722,Uncertain - Human Review Priority
0,0,0.459299679313546,0.918599358627092,Uncertain - Human Review Priority
0,1,0.6591466015036193,0.6817067969927615,Uncertain - Human Review Priority
0,1,0.68580153759208,0.6283969248158401,Uncertain - Human Review Priority
0,0,0.38790409009070936,0.7758081801814187,Uncertain - Human Review Priority
0,0,0.3527450327504904,0.7054900655009808,Uncertain - Human Review Priority
0,1,0.882814599717302,0.23437080056539594,High Risk - Manual Review
0,0,0.3829169370006087,0.7658338740012174,Uncertain - Human Review Priority
0,0,0.4663567857390025,0.932713571478005,Uncertain - Human Review Priority
0,0,0.26389247577813474,0.5277849515562695,Low Risk - Auto Decision
0,1,0.6268287282132362,0.7463425435735276,Uncertain - Human Review Priority
0,0,0.2943440421170181,0.5886880842340362,Low Risk - Auto Decision
0,0,0.47026074816417707,0.9405214963283541,Uncertain - Human Review Priority
1,1,0.6551174133068078,0.6897651733863843,Uncertain - Human Review Priority
0,0,0.44454806032078975,0.8890961206415795,Uncertain - Human Review Priority
0,1,0.7172300753971499,0.5655398492057002,High Risk - Manual Review
0,0,0.19200749005582568,0.38401498011165136,Low Risk - Auto Decision
0,0,0.27751538685719596,0.5550307737143919,Low Risk - Auto Decision
0,0,0.41220471747248383,0.8244094349449677,Uncertain - Human Review Priority
0,0,0.09724260281287357,0.19448520562574712,Low Risk - Auto Decision
1,1,0.7589703786627435,0.48205924267451294,High Risk - Manual Review
0,1,0.8164817979492967,0.3670364041014067,High Risk - Manual Review
1,1,0.7398339488878398,0.5203321022243204,High Risk - Manual Review
0,0,0.29187123024646633,0.5837424604929327,Low Risk - Auto Decision
0,1,0.6793549973498761,0.6412900053002477,Uncertain - Human Review Priority
0,0,0.32170696287403894,0.6434139257480779,Uncertain - Human Review Priority
1,1,0.525275879108637,0.9494482417827259,Uncertain - Human Review Priority
0,0,0.13499820717148917,0.2699964143429783,Low Risk - Auto Decision
0,0,0.1611011979209064,0.32220239584181276,Low Risk - Auto Decision
1,1,0.780953354332584,0.4380932913348321,High Risk - Manual Review
0,0,0.3425222581829334,0.6850445163658668,Uncertain - Human Review Priority
1,0,0.33922968766539474,0.6784593753307895,Uncertain - Human Review Priority
0,0,0.2163557405485014,0.43271148109700275,Low Risk - Auto Decision
0,0,0.1727880277066865,0.345576055413373,Low Risk - Auto Decision
0,0,0.21738538042234765,0.43477076084469535,Low Risk - Auto Decision
1,0,0.425912545903049,0.851825091806098,Uncertain - Human Review Priority
1,0,0.37523464486590236,0.7504692897318047,Uncertain - Human Review Priority
1,1,0.6737526193471676,0.6524947613056649,Uncertain - Human Review Priority
0,1,0.5513177126450245,0.897364574709951,Uncertain - Human Review Priority
0,1,0.6990761268422367,0.6018477463155265,Uncertain - Human Review Priority
0,1,0.5373072008331418,0.9253855983337165,Uncertain - Human Review Priority
0,0,0.4989108797751795,0.997821759550359,Uncertain - Human Review Priority
0,1,0.5893646091716155,0.821270781656769,Uncertain - Human Review Priority
0,0,0.1190682027160687,0.23813640543213743,Low Risk - Auto Decision
0,0,0.3457174749906644,0.6914349499813288,Uncertain - Human Review Priority
0,1,0.6565607197969427,0.6868785604061145,Uncertain - Human Review Priority
1,0,0.3611341067718002,0.7222682135436004,Uncertain - Human Review Priority
0,0,0.341142536041742,0.682285072083484,Uncertain - Human Review Priority
0,0,0.305387498697458,0.610774997394916,Uncertain - Human Review Priority
0,0,0.3715421621308408,0.7430843242616816,Uncertain - Human Review Priority
0,0,0.24861553022501204,0.4972310604500241,Low Risk - Auto Decision
0,0,0.24616911880582978,0.4923382376116596,Low Risk - Auto Decision
0,0,0.21407750632814704,0.4281550126562941,Low Risk - Auto Decision
0,1,0.5931451137677275,0.813709772464545,Uncertain - Human Review Priority
0,1,0.513622519244614,0.972754961510772,Uncertain - Human Review Priority
0,1,0.5344885922133179,0.9310228155733642,Uncertain - Human Review Priority
1,1,0.591533331519839,0.816933336960322,Uncertain - Human Review Priority
0,0,0.31111309593812053,0.6222261918762411,Uncertain - Human Review Priority
1,1,0.6516462319265689,0.6967075361468622,Uncertain - Human Review Priority
0,0,0.3826906332054262,0.7653812664108524,Uncertain - Human Review Priority
1,1,0.6277921637176037,0.7444156725647926,Uncertain - Human Review Priority
0,0,0.12490181455572605,0.24980362911145204,Low Risk - Auto Decision
0,0,0.38824835308040373,0.7764967061608075,Uncertain - Human Review Priority
1,1,0.7764946648688634,0.44701067026227315,High Risk - Manual Review
0,0,0.3549041671094981,0.7098083342189963,Uncertain - Human Review Priority
0,0,0.39838316815402347,0.7967663363080469,Uncertain - Human Review Priority
0,1,0.725161336496897,0.5496773270062061,High Risk - Manual Review
0,0,0.2850248217532669,0.5700496435065338,Low Risk - Auto Decision
0,0,0.29073899868346265,0.5814779973669253,Low Risk - Auto Decision
0,0,0.33661060332172565,0.6732212066434513,Uncertain - Human Review Priority
1,1,0.589855500673491,0.820288998653018,Uncertain - Human Review Priority
0,1,0.553818921487869,0.8923621570242619,Uncertain - Human Review Priority
0,0,0.2680593754917811,0.5361187509835622,Low Risk - Auto Decision
0,1,0.6328120239506659,0.7343759520986681,Uncertain - Human Review Priority
1,1,0.8300269729735917,0.3399460540528165,High Risk - Manual Review
0,0,0.4724655648155613,0.9449311296311226,Uncertain - Human Review Priority
0,0,0.3787551245578124,0.7575102491156248,Uncertain - Human Review Priority
0,1,0.5660539312143699,0.8678921375712603,Uncertain - Human Review Priority
0,0,0.13037308080029453,0.26074616160058905,Low Risk - Auto Decision
0,0,0.28300179827912386,0.5660035965582477,Low Risk - Auto Decision
1,1,0.6373688351785899,0.7252623296428202,Uncertain - Human Review Priority
0,0,0.10167820474916557,0.20335640949833111,Low Risk - Auto Decision
0,1,0.7288605028539749,0.5422789942920503,High Risk - Manual Review
0,1,0.6198687324070508,0.7602625351858985,Uncertain - Human Review Priority
0,0,0.35439865519252156,0.7087973103850431,Uncertain - Human Review Priority
0,1,0.6405714176518768,0.7188571646962465,Uncertain - Human Review Priority
0,1,0.6077251879778274,0.7845496240443453,Uncertain - Human Review Priority
0,0,0.1209614096259241,0.24192281925184822,Low Risk - Auto Decision
0,1,0.5299268021884486,0.9401463956231029,Uncertain - Human Review Priority
0,0,0.2715293306901656,0.5430586613803312,Low Risk - Auto Decision
0,1,0.742274289573385,0.5154514208532299,High Risk - Manual Review
0,0,0.49909240706405633,0.9981848141281127,Uncertain - Human Review Priority
0,0,0.45447457753839887,0.9089491550767977,Uncertain - Human Review Priority
0,0,0.12144533380683968,0.2428906676136794,Low Risk - Auto Decision
0,1,0.6763965398188262,0.6472069203623476,Uncertain - Human Review Priority
0,0,0.38486495684983435,0.7697299136996687,Uncertain - Human Review Priority
0,0,0.43208009171515516,0.8641601834303103,Uncertain - Human Review Priority
0,0,0.107528422424615,0.21505684484923004,Low Risk - Auto Decision
0,1,0.783117687364929,0.4337646252701419,High Risk - Manual Review
0,1,0.715092821277467,0.569814357445066,High Risk - Manual Review
0,0,0.37780969276736154,0.7556193855347231,Uncertain - Human Review Priority
0,1,0.7580444275530207,0.4839111448939586,High Risk - Manual Review
1,1,0.6706447030387441,0.6587105939225117,Uncertain - Human Review Priority
0,1,0.6382432385857122,0.7235135228285756,Uncertain - Human Review Priority
0,1,0.5249219979947359,0.9501560040105281,Uncertain - Human Review Priority
0,1,0.5346909476442832,0.9306181047114337,Uncertain - Human Review Priority
0,0,0.2607707869704222,0.5215415739408444,Low Risk - Auto Decision
0,1,0.5059714841543554,0.9880570316912891,Uncertain - Human Review Priority
0,0,0.4849857778673267,0.9699715557346534,Uncertain - Human Review Priority
0,1,0.5960710361117769,0.8078579277764462,Uncertain - Human Review Priority
1,1,0.6715082854009946,0.6569834291980108,Uncertain - Human Review Priority
0,0,0.26893066051063147,0.5378613210212629,Low Risk - Auto Decision
0,0,0.4283599293512146,0.8567198587024292,Uncertain - Human Review Priority
1,1,0.7188161268581453,0.5623677462837093,High Risk - Manual Review
0,1,0.553339361940618,0.8933212761187641,Uncertain - Human Review Priority
1,0,0.25120129347889275,0.5024025869577855,Low Risk - Auto Decision
0,1,0.6903552593285424,0.6192894813429153,Uncertain - Human Review Priority
0,0,0.19845873782665052,0.39691747565330104,Low Risk - Auto Decision
0,1,0.5733231687788979,0.8533536624422042,Uncertain - Human Review Priority
0,1,0.566450070529669,0.867099858940662,Uncertain - Human Review Priority
0,0,0.16127654070718456,0.3225530814143691,Low Risk - Auto Decision
0,0,0.1587893782859568,0.3175787565719136,Low Risk - Auto Decision
0,1,0.5972575927247276,0.8054848145505449,Uncertain - Human Review Priority
0,0,0.21371964666553156,0.4274392933310631,Low Risk - Auto Decision
0,0,0.1441320208683397,0.2882640417366794,Low Risk - Auto Decision
0,1,0.506977337131426,0.986045325737148,Uncertain - Human Review Priority
0,0,0.48241129141857325,0.9648225828371465,Uncertain - Human Review Priority
0,0,0.3023416507228368,0.6046833014456736,Uncertain - Human Review Priority
0,0,0.3119821731553388,0.6239643463106777,Uncertain - Human Review Priority
0,1,0.5265520987135376,0.9468958025729248,Uncertain - Human Review Priority
0,0,0.1785645562715989,0.3571291125431978,Low Risk - Auto Decision
0,1,0.6410083618686022,0.7179832762627956,Uncertain - Human Review Priority
1,0,0.39723860207272627,0.7944772041454525,Uncertain - Human Review Priority
0,0,0.4681455067488268,0.9362910134976536,Uncertain - Human Review Priority
0,1,0.6024043819151281,0.7951912361697437,Uncertain - Human Review Priority
0,0,0.3734743070346112,0.7469486140692224,Uncertain - Human Review Priority
0,1,0.6695904926084526,0.6608190147830948,Uncertain - Human Review Priority
0,1,0.9439194582726559,0.11216108345468823,High Risk - Manual Review
0,0,0.2860317824324936,0.5720635648649872,Low Risk - Auto Decision
0,0,0.20507970326627933,0.41015940653255867,Low Risk - Auto Decision
0,1,0.7818251546861674,0.43634969062766515,High Risk - Manual Review
1,1,0.7553676244547741,0.48926475109045175,High Risk - Manual Review
0,0,0.39701096554193777,0.7940219310838755,Uncertain - Human Review Priority
0,1,0.6636291722874396,0.6727416554251209,Uncertain - Human Review Priority
1,0,0.4705481882647154,0.9410963765294308,Uncertain - Human Review Priority
0,1,0.5203820758155898,0.9592358483688204,Uncertain - Human Review Priority
1,1,0.6670540026477951,0.6658919947044097,Uncertain - Human Review Priority
0,1,0.6118250276536463,0.7763499446927073,Uncertain - Human Review Priority
1,1,0.6597342469036463,0.6805315061927073,Uncertain - Human Review Priority
0,0,0.38416362650311964,0.7683272530062393,Uncertain - Human Review Priority
0,1,0.5933192612745348,0.8133614774509303,Uncertain - Human Review Priority
0,1,0.5355188455993883,0.9289623088012233,Uncertain - Human Review Priority
0,0,0.4134157865596547,0.8268315731193094,Uncertain - Human Review Priority
0,1,0.6642630432842018,0.6714739134315963,Uncertain - Human Review Priority
1,1,0.6527329911892641,0.6945340176214718,Uncertain - Human Review Priority
0,1,0.5548559801891522,0.8902880396216957,Uncertain - Human Review Priority
0,0,0.23295006699142068,0.46590013398284136,Low Risk - Auto Decision
0,0,0.28320396081190385,0.5664079216238077,Low Risk - Auto Decision
1,1,0.6651536467848319,0.6696927064303362,Uncertain - Human Review Priority
0,0,0.42079458577003725,0.8415891715400745,Uncertain - Human Review Priority
0,0,0.3690140178357706,0.7380280356715412,Uncertain - Human Review Priority
1,0,0.36085185783429624,0.7217037156685925,Uncertain - Human Review Priority
1,0,0.09369547266825722,0.18739094533651446,Low Risk - Auto Decision
1,1,0.7174277477712132,0.5651445044575736,High Risk - Manual Review
0,0,0.4273692721841711,0.8547385443683422,Uncertain - Human Review Priority
0,1,0.5899240349520047,0.8201519300959905,Uncertain - Human Review Priority
0,0,0.4936481465774552,0.9872962931549104,Uncertain - Human Review Priority
0,0,0.06403917637440726,0.12807835274881452,Low Risk - Auto Decision
0,1,0.7807063371302361,0.43858732573952786,High Risk - Manual Review
0,0,0.1499410703028576,0.2998821406057153,Low Risk - Auto Decision
1,1,0.7611361422461684,0.47772771550766313,High Risk - Manual Review
0,0,0.38353526648905567,0.7670705329781113,Uncertain - Human Review Priority
1,0,0.41960860585970805,0.8392172117194161,Uncertain - Human Review Priority
0,1,0.6878248117825483,0.6243503764349034,Uncertain - Human Review Priority
0,0,0.4789147322735342,0.9578294645470684,Uncertain - Human Review Priority
0,0,0.46072345471916404,0.9214469094383281,Uncertain - Human Review Priority
1,0,0.4795404318150226,0.9590808636300452,Uncertain - Human Review Priority
0,1,0.733546008099478,0.532907983801044,High Risk - Manual Review
0,1,0.6345991922615375,0.730801615476925,Uncertain - Human Review Priority
0,0,0.39420212880192873,0.7884042576038575,Uncertain - Human Review Priority
0,0,0.15665645719243235,0.31331291438486475,Low Risk - Auto Decision
1,0,0.4212386219323474,0.8424772438646948,Uncertain - Human Review Priority
0,0,0.3964565091013372,0.7929130182026743,Uncertain - Human Review Priority
0,0,0.2424422938159591,0.4848845876319182,Low Risk - Auto Decision
0,0,0.22412005076667632,0.4482401015333526,Low Risk - Auto Decision
0,1,0.5491145179710256,0.9017709640579488,Uncertain - Human Review Priority
0,1,0.5802333969652643,0.8395332060694713,Uncertain - Human Review Priority
1,1,0.6748052664790164,0.6503894670419672,Uncertain - Human Review Priority
1,1,0.8295138568662456,0.34097228626750886,High Risk - Manual Review
0,0,0.2596235479887623,0.5192470959775246,Low Risk - Auto Decision
0,0,0.27199772178974835,0.5439954435794967,Low Risk - Auto Decision
0,0,0.184628698093234,0.369257396186468,Low Risk - Auto Decision
0,1,0.6962493192968768,0.6075013614062463,Uncertain - Human Review Priority
1,1,0.7585567689135503,0.48288646217289943,High Risk - Manual Review
0,0,0.1970776363978163,0.39415527279563256,Low Risk - Auto Decision
0,1,0.523480497389739,0.953039005220522,Uncertain - Human Review Priority
0,0,0.26079432061996083,0.5215886412399217,Low Risk - Auto Decision
0,1,0.5049783808240181,0.9900432383519637,Uncertain - Human Review Priority
0,1,0.7800084807781649,0.43998303844367026,High Risk - Manual Review
0,0,0.23239243022675984,0.46478486045351963,Low Risk - Auto Decision
0,0,0.47319786026811733,0.9463957205362347,Uncertain - Human Review Priority
0,0,0.401691803467615,0.80338360693523,Uncertain - Human Review Priority
1,1,0.7127624761658572,0.5744750476682856,High Risk - Manual Review
0,1,0.5931963232878938,0.8136073534242123,Uncertain - Human Review Priority
0,1,0.6598541162977988,0.6802917674044024,Uncertain - Human Review Priority
0,0,0.22630690628714742,0.4526138125742949,Low Risk - Auto Decision
1,0,0.378744078094306,0.757488156188612,Uncertain - Human Review Priority
0,0,0.49392902748017053,0.9878580549603411,Uncertain - Human Review Priority
0,0,0.1210012770641597,0.2420025541283194,Low Risk - Auto Decision
1,0,0.4821596548719345,0.964319309743869,Uncertain - Human Review Priority
0,1,0.5332620255386472,0.9334759489227056,Uncertain - Human Review Priority
0,0,0.1639630071353809,0.32792601427076185,Low Risk - Auto Decision
0,0,0.48570236790409105,0.9714047358081821,Uncertain - Human Review Priority
0,1,0.6917945940466771,0.6164108119066458,Uncertain - Human Review Priority
0,0,0.13517542135181412,0.2703508427036283,Low Risk - Auto Decision
1,0,0.41513531168157075,0.8302706233631415,Uncertain - Human Review Priority
0,0,0.2397432059491633,0.47948641189832664,Low Risk - Auto Decision
0,0,0.22171743694013613,0.44343487388027225,Low Risk - Auto Decision
0,0,0.3234743251530655,0.646948650306131,Uncertain - Human Review Priority
0,0,0.26417890217242307,0.5283578043448461,Low Risk - Auto Decision
0,0,0.3069395618890159,0.6138791237780318,Uncertain - Human Review Priority
0,0,0.4878378757681418,0.9756757515362836,Uncertain - Human Review Priority
0,1,0.6732878516168872,0.6534242967662256,Uncertain - Human Review Priority
0,0,0.2857487155869201,0.5714974311738402,Low Risk - Auto Decision
0,1,0.5804074160766548,0.8391851678466904,Uncertain - Human Review Priority
0,1,0.5237904013434312,0.9524191973131375,Uncertain - Human Review Priority
0,1,0.7581583906220672,0.4836832187558655,High Risk - Manual Review
0,0,0.3873855757506505,0.774771151501301,Uncertain - Human Review Priority
0,0,0.22383611215376434,0.4476722243075286,Low Risk - Auto Decision
0,1,0.5602354375397038,0.8795291249205923,Uncertain - Human Review Priority
0,1,0.5811481936805695,0.8377036126388611,Uncertain - Human Review Priority
0,0,0.2811260814069176,0.5622521628138352,Low Risk - Auto Decision
0,1,0.5152823469856994,0.9694353060286012,Uncertain - Human Review Priority
0,1,0.7891669116958165,0.4216661766083669,High Risk - Manual Review
0,0,0.21014370082464662,0.42028740164929324,Low Risk - Auto Decision
1,0,0.19847719254351356,0.3969543850870272,Low Risk - Auto Decision
0,1,0.5974091597396327,0.8051816805207346,Uncertain - Human Review Priority
0,1,0.5938865584657842,0.8122268830684316,Uncertain - Human Review Priority
0,0,0.21568568237988311,0.43137136475976623,Low Risk - Auto Decision
0,1,0.5188462292421303,0.9623075415157394,Uncertain - Human Review Priority
0,0,0.34751508726333386,0.6950301745266677,Uncertain - Human Review Priority
0,0,0.20671763662667428,0.4134352732533486,Low Risk - Auto Decision
0,1,0.7289627090827119,0.5420745818345762,High Risk - Manual Review
0,1,0.5569408313265678,0.8861183373468644,Uncertain - Human Review Priority
0,0,0.3374288104559067,0.6748576209118134,Uncertain - Human Review Priority
